数据点索引,预测SOC,真实SOC
0,0.7887306,0.805463
1,0.7882591,0.8051624
2,0.7877785,0.80486166
3,0.7873995,0.8045611
4,0.78693134,0.8042604
5,0.78652835,0.8039597
6,0.78612846,0.803659
7,0.785771,0.8033582
8,0.7851986,0.8030574
9,0.78488916,0.80275667
10,0.78457683,0.8024557
11,0.7843357,0.802155
12,0.7840224,0.8018542
13,0.783731,0.8015532
14,0.78334886,0.8012523
15,0.782963,0.8009511
16,0.78263,0.80065
17,0.782244,0.8003489
18,0.78172004,0.8000477
19,0.78134626,0.7997464
20,0.78097045,0.7994451
21,0.7808202,0.79914385
22,0.7806664,0.7988425
23,0.7805269,0.79854107
24,0.7803742,0.79823965
25,0.7801668,0.7979382
26,0.7800029,0.7976367
27,0.7798337,0.7973352
28,0.7795618,0.7970337
29,0.77934617,0.7967323
30,0.7791612,0.79643077
31,0.77898914,0.7961293
32,0.77892274,0.7958277
33,0.778809,0.795526
34,0.77882165,0.79522455
35,0.7786961,0.79492295
36,0.7785061,0.79462135
37,0.77862895,0.79431975
38,0.77857494,0.7940182
39,0.7785688,0.7937165
40,0.77852935,0.79341495
41,0.7784964,0.7931134
42,0.7784354,0.7928118
43,0.77836347,0.7925103
44,0.7782884,0.7922086
45,0.7782255,0.791907
46,0.7780723,0.79160535
47,0.7778381,0.79130363
48,0.77772003,0.7910019
49,0.777571,0.7907002
50,0.7774014,0.7903985
51,0.7772856,0.7900967
52,0.77706736,0.7897949
53,0.7769352,0.78949314
54,0.7767314,0.7891913
55,0.77658767,0.7888894
56,0.77658045,0.78858757
57,0.77636826,0.7882856
58,0.77631694,0.7879838
59,0.77611464,0.78768194
60,0.77602243,0.7873799
61,0.77589256,0.78707796
62,0.7757609,0.78677607
63,0.77567995,0.78647405
64,0.7755893,0.7861721
65,0.77539974,0.7858701
66,0.775251,0.78556806
67,0.7750488,0.78526586
68,0.7749858,0.7849637
69,0.77490467,0.78466165
70,0.77473015,0.78435963
71,0.7745383,0.7840575
72,0.7744263,0.78375524
73,0.7742385,0.78345305
74,0.77400166,0.7831509
75,0.773743,0.78284866
76,0.77355987,0.7825464
77,0.77338284,0.782244
78,0.7732812,0.7819418
79,0.7731295,0.78163934
80,0.7730468,0.781337
81,0.7729794,0.78103477
82,0.7729771,0.7807324
83,0.77286655,0.78043
84,0.7728016,0.7801277
85,0.77269757,0.7798253
86,0.7725008,0.77952296
87,0.772278,0.77922064
88,0.77194655,0.77891815
89,0.77172345,0.77861565
90,0.7714378,0.7783131
91,0.77114916,0.7780104
92,0.7710133,0.77770776
93,0.7708885,0.7774052
94,0.77081317,0.77710253
95,0.7706146,0.7767999
96,0.77046055,0.77649736
97,0.7703428,0.7761947
98,0.77023673,0.77589184
99,0.76992595,0.77558905
100,0.7695329,0.7752863
101,0.76929045,0.7749836
102,0.76910317,0.77468073
103,0.7688961,0.7743778
104,0.7687249,0.774075
105,0.7683561,0.773772
106,0.7680425,0.77346903
107,0.7678391,0.7731662
108,0.76758784,0.77286315
109,0.76743174,0.77256006
110,0.76709443,0.7722569
111,0.7668698,0.7719539
112,0.7665954,0.7716507
113,0.7664086,0.7713474
114,0.7661644,0.77104425
115,0.766047,0.77074105
116,0.7656986,0.7704378
117,0.76555836,0.7701346
118,0.76532096,0.7698314
119,0.76511264,0.7695281
120,0.7646829,0.76922476
121,0.7643143,0.7689213
122,0.7637571,0.7686179
123,0.7634787,0.7683144
124,0.7631798,0.76801103
125,0.7629435,0.76770747
126,0.7626609,0.76740396
127,0.7624614,0.7671003
128,0.76227057,0.7667966
129,0.7620661,0.76649296
130,0.7618313,0.7661892
131,0.7615466,0.76588553
132,0.76126736,0.7655817
133,0.760908,0.7652779
134,0.76053977,0.7649741
135,0.76006734,0.76467013
136,0.7594784,0.7643662
137,0.7592047,0.76406235
138,0.7587795,0.76375836
139,0.7583911,0.7634544
140,0.7582231,0.7631503
141,0.7578998,0.7628463
142,0.75772905,0.7625422
143,0.75743246,0.76223797
144,0.75720775,0.7619338
145,0.7568117,0.7616297
146,0.7567518,0.7613255
147,0.7564433,0.76102126
148,0.7560481,0.760717
149,0.7558787,0.7604127
150,0.7557415,0.76010835
151,0.75546527,0.75980407
152,0.7552248,0.7594997
153,0.754947,0.75919527
154,0.7546399,0.7588909
155,0.7543777,0.7585865
156,0.7543143,0.758282
157,0.75393367,0.7579775
158,0.7538529,0.757673
159,0.75361544,0.7573685
160,0.7531861,0.757064
161,0.7528782,0.7567593
162,0.75251687,0.75645465
163,0.7522248,0.7561499
164,0.7517128,0.75584525
165,0.751485,0.7555405
166,0.751078,0.75523555
167,0.7507326,0.7549306
168,0.7504611,0.7546258
169,0.75027597,0.75432086
170,0.74996436,0.754016
171,0.749876,0.75371104
172,0.7496432,0.7534061
173,0.74944746,0.75310105
174,0.74924994,0.752796
175,0.7487965,0.75249094
176,0.7486516,0.7521859
177,0.7482921,0.7518807
178,0.747882,0.7515756
179,0.747701,0.7512704
180,0.74737704,0.7509653
181,0.74695104,0.75066
182,0.7468234,0.75035477
183,0.7466315,0.7500495
184,0.74645746,0.7497442
185,0.74613345,0.7494388
186,0.74600625,0.7491336
187,0.7455994,0.7488281
188,0.74543124,0.7485228
189,0.74528307,0.7482174
190,0.745042,0.747912
191,0.74477434,0.7476066
192,0.7446327,0.747301
193,0.74437016,0.74699545
194,0.7441653,0.74669
195,0.74370575,0.74638444
196,0.7435578,0.7460788
197,0.74304676,0.74577326
198,0.7427134,0.7454675
199,0.7424581,0.7451617
200,0.7420967,0.7448559
201,0.7418966,0.74455005
202,0.7416687,0.74424434
203,0.7414688,0.7439384
204,0.74143875,0.7436327
205,0.7411284,0.74332684
206,0.7410408,0.7430209
207,0.7408988,0.74271506
208,0.74063957,0.74240905
209,0.7404424,0.7421032
210,0.74036,0.7417973
211,0.7400427,0.7414915
212,0.7397964,0.7411855
213,0.7396091,0.7408795
214,0.73928636,0.74057347
215,0.73917353,0.7402673
216,0.7389325,0.7399613
217,0.7387372,0.7396552
218,0.73864776,0.73934907
219,0.7383571,0.7390429
220,0.738381,0.73873675
221,0.73809916,0.7384305
222,0.73807454,0.7381243
223,0.73774326,0.7378181
224,0.73762727,0.7375119
225,0.7372799,0.73720556
226,0.7372202,0.7368994
227,0.7368922,0.736593
228,0.73669493,0.73628664
229,0.73637,0.73598033
230,0.7361247,0.735674
231,0.73596287,0.73536766
232,0.73571986,0.7350613
233,0.73561275,0.7347549
234,0.7351936,0.73444843
235,0.73499465,0.734142
236,0.7345598,0.73383546
237,0.73434615,0.73352885
238,0.73397756,0.7332223
239,0.7338656,0.73291576
240,0.7334788,0.7326091
241,0.7332872,0.7323024
242,0.7330378,0.73199576
243,0.73270625,0.731689
244,0.7324829,0.7313822
245,0.73223543,0.73107547
246,0.7320634,0.7307687
247,0.73176813,0.73046184
248,0.7313657,0.73015493
249,0.7311959,0.72984815
250,0.7310598,0.72954124
251,0.7309104,0.7292343
252,0.730467,0.7289274
253,0.730088,0.72862047
254,0.72991145,0.7283134
255,0.72965175,0.7280064
256,0.7291858,0.72769934
257,0.7288468,0.72739226
258,0.72862464,0.7270852
259,0.7284276,0.72677803
260,0.7281666,0.7264709
261,0.7278491,0.7261637
262,0.7275717,0.7258565
263,0.72732794,0.72554916
264,0.7272361,0.72524196
265,0.7270592,0.7249347
266,0.7267851,0.7246274
267,0.72661626,0.7243201
268,0.72639567,0.72401273
269,0.7263854,0.7237053
270,0.72602314,0.723398
271,0.72581095,0.7230905
272,0.7252979,0.722783
273,0.7249777,0.7224756
274,0.7246965,0.722168
275,0.724489,0.7218605
276,0.72430027,0.72155297
277,0.7241552,0.7212454
278,0.72391367,0.72093785
279,0.7236105,0.7206302
280,0.72353673,0.7203226
281,0.72335184,0.7200148
282,0.72305185,0.7197072
283,0.7225692,0.7193995
284,0.72227657,0.7190917
285,0.7219418,0.718784
286,0.7216933,0.71847624
287,0.72141373,0.7181683
288,0.7212351,0.7178605
289,0.72098374,0.71755266
290,0.72071564,0.7172448
291,0.7202801,0.71693677
292,0.71984214,0.7166289
293,0.71978426,0.7163209
294,0.71946967,0.7160129
295,0.71932817,0.7157049
296,0.7188976,0.7153968
297,0.7187598,0.7150887
298,0.7184371,0.7147807
299,0.7183969,0.7144724
300,0.71814775,0.7141642
301,0.71780825,0.7138561
302,0.71763176,0.71354795
303,0.7171277,0.7132398
304,0.71673703,0.71293145
305,0.7166019,0.7126232
306,0.7161086,0.7123149
307,0.71596813,0.71200645
308,0.7156495,0.71169806
309,0.7154214,0.71138966
310,0.7150785,0.7110812
311,0.7149503,0.71077293
312,0.71471894,0.71046454
313,0.71413624,0.710156
314,0.7138991,0.70984745
315,0.71366173,0.70953894
316,0.71333957,0.70923036
317,0.7132286,0.7089218
318,0.7129955,0.70861316
319,0.71267796,0.7083044
320,0.71231675,0.7079957
321,0.71203023,0.7076871
322,0.711876,0.7073784
323,0.71150434,0.7070697
324,0.71135545,0.70676094
325,0.7112017,0.7064521
326,0.71108395,0.70614326
327,0.7107087,0.70583445
328,0.7105361,0.7055256
329,0.71041465,0.7052167
330,0.7099385,0.7049078
331,0.7098349,0.7045989
332,0.70938957,0.70429
333,0.70889765,0.70398104
334,0.70894814,0.703672
335,0.7083914,0.70336306
336,0.708232,0.70305395
337,0.708092,0.70274484
338,0.7075915,0.70243585
339,0.7073134,0.70212674
340,0.7069923,0.7018176
341,0.7065757,0.70150834
342,0.7063962,0.701199
343,0.70616144,0.70088965
344,0.70580167,0.7005803
345,0.70560527,0.70027095
346,0.7052157,0.6999617
347,0.70507,0.6996524
348,0.7049446,0.6993429
349,0.70463824,0.69903356
350,0.7042998,0.6987241
351,0.70387936,0.69841456
352,0.7034486,0.6981051
353,0.70322025,0.6977956
354,0.70291257,0.6974861
355,0.7023856,0.6971765
356,0.7021366,0.6968669
357,0.7016852,0.69655734
358,0.7015331,0.6962477
359,0.7012975,0.695938
360,0.70102835,0.69562835
361,0.70099175,0.6953186
362,0.70056564,0.6950088
363,0.70048106,0.694699
364,0.70014954,0.69438916
365,0.6998916,0.6940793
366,0.69947815,0.6937695
367,0.69937956,0.69345963
368,0.69902104,0.69314986
369,0.6989075,0.69284004
370,0.6984643,0.69253004
371,0.69806314,0.69222015
372,0.6979519,0.69191015
373,0.6975812,0.6916001
374,0.6972747,0.69129014
375,0.69697285,0.69098
376,0.6966832,0.6906699
377,0.69622076,0.69035965
378,0.69606405,0.6900494
379,0.69561243,0.68973905
380,0.6954929,0.6894289
381,0.6950651,0.6891186
382,0.69491935,0.6888083
383,0.694688,0.68849814
384,0.6944817,0.6881878
385,0.69407266,0.68787754
386,0.6937002,0.6875672
387,0.6932788,0.6872568
388,0.69314027,0.6869464
389,0.6925791,0.68663603
390,0.6924191,0.68632543
391,0.69229317,0.68601507
392,0.69216204,0.6857045
393,0.6919391,0.685394
394,0.6918472,0.6850835
395,0.6913707,0.68477297
396,0.6912086,0.68446237
397,0.69084895,0.6841517
398,0.6906494,0.683841
399,0.69022423,0.68353045
400,0.68986994,0.68321973
401,0.6894431,0.68290895
402,0.68926466,0.6825982
403,0.6890705,0.6822874
404,0.688686,0.6819766
405,0.68845165,0.68166584
406,0.6878708,0.681355
407,0.68748075,0.6810441
408,0.68719363,0.68073314
409,0.686833,0.6804222
410,0.6865162,0.6801112
411,0.6859019,0.6798001
412,0.6856953,0.67948896
413,0.6852881,0.6791778
414,0.68506724,0.6788667
415,0.68474674,0.67855555
416,0.68457496,0.67824435
417,0.6842668,0.6779332
418,0.6840658,0.6776221
419,0.6837481,0.67731094
420,0.6834533,0.67699957
421,0.68330324,0.67668825
422,0.68300986,0.67637706
423,0.6827805,0.6760656
424,0.6824579,0.6757543
425,0.6822262,0.67544293
426,0.6819854,0.67513156
427,0.6816577,0.6748203
428,0.6815521,0.67450887
429,0.6811807,0.6741974
430,0.6808373,0.67388606
431,0.680485,0.6735745
432,0.680242,0.67326295
433,0.67979753,0.6729514
434,0.6795999,0.6726398
435,0.6791475,0.6723282
436,0.67868674,0.67201644
437,0.6783348,0.6717048
438,0.6780922,0.67139316
439,0.67781675,0.67108136
440,0.6776488,0.6707697
441,0.6771575,0.6704579
442,0.67689705,0.670146
443,0.67636764,0.66983426
444,0.67600095,0.66952235
445,0.67557555,0.6692104
446,0.6752207,0.66889834
447,0.67484415,0.6685863
448,0.67456716,0.6682743
449,0.6741285,0.6679622
450,0.6739989,0.6676502
451,0.6737685,0.66733813
452,0.6733719,0.66702604
453,0.673376,0.6667139
454,0.67318916,0.6664018
455,0.67295873,0.6660897
456,0.6727214,0.66577756
457,0.6725255,0.66546535
458,0.6721835,0.66515315
459,0.6719631,0.66484106
460,0.67168903,0.6645287
461,0.6713209,0.6642165
462,0.67092067,0.6639042
463,0.6705301,0.66359186
464,0.67031854,0.6632794
465,0.66972244,0.66296697
466,0.66960776,0.6626547
467,0.6691023,0.6623423
468,0.6689828,0.66202974
469,0.6687085,0.66171736
470,0.6686253,0.6614048
471,0.6681901,0.6610923
472,0.6679704,0.6607797
473,0.6675499,0.66046715
474,0.6673101,0.6601546
475,0.66668135,0.6598419
476,0.66648865,0.6595292
477,0.6659559,0.65921646
478,0.6655083,0.6589038
479,0.66522676,0.6585909
480,0.66445655,0.6582779
481,0.6640258,0.6579649
482,0.66390795,0.657652
483,0.6634433,0.65733904
484,0.6630214,0.657026
485,0.66274613,0.6567131
486,0.66239256,0.65639997
487,0.6620978,0.6560868
488,0.66188276,0.65577376
489,0.66164595,0.6554608
490,0.6613363,0.6551476
491,0.66095114,0.65483457
492,0.6607289,0.6545212
493,0.6604445,0.65420806
494,0.6603309,0.6538949
495,0.660295,0.6535817
496,0.6598971,0.6532685
497,0.65961754,0.6529552
498,0.65940833,0.652642
499,0.65892786,0.65232867
500,0.65871066,0.6520153
501,0.6583551,0.651702
502,0.658026,0.6513885
503,0.657783,0.6510752
504,0.6574769,0.65076166
505,0.6570287,0.65044814
506,0.656644,0.6501347
507,0.65642715,0.64982104
508,0.65608966,0.6495075
509,0.65580547,0.6491939
510,0.6553718,0.64888036
511,0.6551538,0.6485667
512,0.6548302,0.6482529
513,0.65454006,0.64793926
514,0.6542379,0.6476256
515,0.65405643,0.6473118
516,0.65370345,0.646998
517,0.6535275,0.64668417
518,0.65320534,0.64637023
519,0.6529311,0.6460566
520,0.6523825,0.6457426
521,0.652105,0.64542866
522,0.65172666,0.64511484
523,0.6515316,0.64480084
524,0.651432,0.644487
525,0.65103364,0.6441729
526,0.6510508,0.64385897
527,0.650728,0.6435451
528,0.6504183,0.643231
529,0.6499895,0.64291686
530,0.6498431,0.64260286
531,0.6494287,0.6422889
532,0.6490811,0.64197475
533,0.6486231,0.6416605
534,0.64820796,0.64134634
535,0.6478906,0.6410321
536,0.64756143,0.6407179
537,0.6473083,0.6404036
538,0.646683,0.6400892
539,0.6463038,0.6397749
540,0.64604396,0.6394606
541,0.6456342,0.6391462
542,0.6452762,0.63883173
543,0.64497524,0.6385173
544,0.64437056,0.63820285
545,0.64379114,0.63788825
546,0.64341307,0.63757366
547,0.643132,0.63725907
548,0.6426525,0.6369445
549,0.6423737,0.6366297
550,0.6422742,0.6363151
551,0.6419698,0.63600045
552,0.6417771,0.63568574
553,0.6414152,0.63537097
554,0.64136785,0.6350562
555,0.6409161,0.6347416
556,0.6406212,0.6344267
557,0.64004344,0.63411194
558,0.63965285,0.6337969
559,0.63940036,0.6334819
560,0.63888794,0.63316715
561,0.63858795,0.6328521
562,0.6381105,0.632537
563,0.6377936,0.63222194
564,0.6374959,0.63190675
565,0.63720673,0.6315917
566,0.6371132,0.6312766
567,0.6365877,0.63096136
568,0.63640237,0.6306463
569,0.63584155,0.63033104
570,0.6356898,0.63001585
571,0.6353252,0.6297006
572,0.6350446,0.62938523
573,0.6346204,0.62907
574,0.63427204,0.6287546
575,0.6338536,0.6284392
576,0.63330287,0.6281238
577,0.6331648,0.62780845
578,0.6325214,0.627493
579,0.6320497,0.6271775
580,0.63177514,0.62686193
581,0.63176167,0.6265464
582,0.6313604,0.62623084
583,0.63086915,0.6259153
584,0.63078636,0.62559974
585,0.63030005,0.6252841
586,0.6299736,0.62496835
587,0.6297443,0.6246527
588,0.6293111,0.62433696
589,0.62896264,0.6240211
590,0.6286601,0.62370527
591,0.6284332,0.62338954
592,0.62829673,0.6230737
593,0.6280259,0.6227578
594,0.6279286,0.62244195
595,0.62732124,0.6221261
596,0.6269903,0.6218102
597,0.6267361,0.6214942
598,0.62595665,0.6211782
599,0.62564635,0.6208622
600,0.62500185,0.620546
601,0.6247746,0.62022984
602,0.6245915,0.61991364
603,0.6240248,0.6195975
604,0.62365854,0.6192813
605,0.6235859,0.61896515
606,0.6233277,0.61864895
607,0.6231887,0.6183326
608,0.62285334,0.6180164
609,0.62244517,0.6177001
610,0.6218791,0.6173838
611,0.62171996,0.61706746
612,0.6214117,0.6167511
613,0.62078094,0.61643463
614,0.6204978,0.61611825
615,0.62018675,0.61580163
616,0.6198712,0.61548513
617,0.61960095,0.6151685
618,0.61923426,0.614852
619,0.6188953,0.61453533
620,0.6187643,0.6142187
621,0.61847365,0.6139022
622,0.61813384,0.61358553
623,0.6177194,0.6132689
624,0.6176169,0.61295223
625,0.6171308,0.61263543
626,0.61674184,0.61231875
627,0.61618495,0.61200184
628,0.6156727,0.61168504
629,0.6151749,0.6113682
630,0.61494344,0.61105126
631,0.6141672,0.61073416
632,0.6137223,0.6104173
633,0.6135398,0.6101002
634,0.613305,0.60978323
635,0.6131532,0.60946625
636,0.6129641,0.60914916
637,0.61247313,0.6088319
638,0.612308,0.6085149
639,0.61222583,0.6081979
640,0.61159813,0.60788083
641,0.61118716,0.6075634
642,0.6108881,0.6072461
643,0.6107442,0.606929
644,0.610084,0.6066117
645,0.6097183,0.6062943
646,0.60909855,0.6059768
647,0.608779,0.6056594
648,0.60842973,0.60534185
649,0.6080367,0.6050244
650,0.60786474,0.6047068
651,0.6074616,0.60438937
652,0.60736763,0.6040718
653,0.60698223,0.60375416
654,0.6069526,0.6034366
655,0.6066139,0.603119
656,0.60627437,0.6028014
657,0.6055815,0.60248363
658,0.60534924,0.60216606
659,0.6048819,0.6018483
660,0.60437346,0.6015304
661,0.60396326,0.6012126
662,0.603709,0.60089487
663,0.60328776,0.600577
664,0.60299116,0.60025907
665,0.60279393,0.5999412
666,0.60243964,0.59962314
667,0.60210997,0.5993052
668,0.6017779,0.59898716
669,0.6013286,0.59866923
670,0.60115016,0.5983512
671,0.6006169,0.59803295
672,0.60013294,0.5977149
673,0.59984004,0.5973968
674,0.5994052,0.5970786
675,0.5992736,0.5967604
676,0.59873354,0.59644216
677,0.5986412,0.59612393
678,0.5982475,0.5958057
679,0.59789264,0.5954873
680,0.59779763,0.59516907
681,0.59718835,0.5948507
682,0.59670216,0.5945323
683,0.59659696,0.59421396
684,0.5962679,0.59389544
685,0.5958735,0.593577
686,0.5952801,0.5932585
687,0.594932,0.59294
688,0.5944985,0.5926214
689,0.59394544,0.59230286
690,0.59366333,0.59198415
691,0.5931325,0.5916655
692,0.5928229,0.5913466
693,0.5925306,0.5910278
694,0.5922586,0.5907091
695,0.5917437,0.5903901
696,0.59149027,0.5900714
697,0.5912173,0.58975244
698,0.59108686,0.58943355
699,0.59083176,0.5891147
700,0.590419,0.5887957
701,0.59027433,0.5884767
702,0.5897024,0.58815765
703,0.5893245,0.58783865
704,0.58879244,0.58751965
705,0.58847153,0.5872005
706,0.5881375,0.5868812
707,0.58762497,0.58656204
708,0.58714545,0.58624285
709,0.5867337,0.58592355
710,0.58615446,0.58560437
711,0.5857878,0.58528507
712,0.5852498,0.5849657
713,0.5847949,0.5846463
714,0.5845128,0.5843269
715,0.58414334,0.5840073
716,0.58363235,0.583688
717,0.5831871,0.58336836
718,0.58272976,0.58304876
719,0.58248675,0.5827291
720,0.5822896,0.5824096
721,0.58185077,0.58208984
722,0.5814253,0.58177024
723,0.58119255,0.58145046
724,0.58086234,0.5811306
725,0.58044356,0.580811
726,0.580221,0.58049124
727,0.57967603,0.5801714
728,0.57939893,0.5798515
729,0.57920086,0.57953155
730,0.5786153,0.5792118
731,0.57843804,0.5788918
732,0.5779357,0.57857186
733,0.5776285,0.5782519
734,0.57689714,0.57793194
735,0.57675683,0.57761186
736,0.57636374,0.5772917
737,0.5760361,0.57697165
738,0.5757686,0.5766517
739,0.5751599,0.57633144
740,0.57460356,0.5760112
741,0.5742518,0.5756909
742,0.57377857,0.57537067
743,0.5733464,0.57505023
744,0.57297635,0.57472986
745,0.57257044,0.57440954
746,0.57215834,0.574089
747,0.57207066,0.5737686
748,0.57172567,0.5734482
749,0.5714559,0.5731276
750,0.5710105,0.572807
751,0.5705923,0.57248646
752,0.5700747,0.5721659
753,0.5696542,0.5718452
754,0.5693188,0.57152456
755,0.5688058,0.5712039
756,0.5683777,0.57088315
757,0.5679247,0.5705624
758,0.5674883,0.5702415
759,0.5670353,0.56992066
760,0.5668546,0.56959975
761,0.5664179,0.569279
762,0.5661608,0.568958
763,0.56561565,0.56863695
764,0.5654476,0.56831604
765,0.56518334,0.56799513
766,0.56505626,0.5676741
767,0.56472075,0.56735307
768,0.56464016,0.56703204
769,0.5643173,0.56671095
770,0.56392753,0.5663898
771,0.56348264,0.5660687
772,0.56280726,0.5657474
773,0.5623479,0.56542605
774,0.56176525,0.56510466
775,0.5611649,0.56478333
776,0.56058896,0.5644621
777,0.55987704,0.5641406
778,0.5595969,0.5638191
779,0.559082,0.5634977
780,0.558567,0.5631761
781,0.5581882,0.5628544
782,0.55771554,0.5625328
783,0.5573023,0.5622111
784,0.55693525,0.5618894
785,0.5564677,0.5615676
786,0.55585146,0.5612458
787,0.55546284,0.560924
788,0.55474067,0.5606022
789,0.5542556,0.5602802
790,0.55401754,0.5599582
791,0.5535943,0.55963624
792,0.5530369,0.55931425
793,0.5527961,0.5589923
794,0.5524209,0.55867016
795,0.5518841,0.55834806
796,0.5515043,0.5580258
797,0.55130345,0.5577035
798,0.55102277,0.55738133
799,0.550481,0.55705905
800,0.5503115,0.55673695
801,0.55004776,0.55641466
802,0.54965496,0.5560924
803,0.54930854,0.55577004
804,0.54904115,0.55544764
805,0.54872745,0.5551252
806,0.5483423,0.5548029
807,0.54797584,0.55448043
808,0.547509,0.55415785
809,0.5471617,0.5538353
810,0.54682004,0.5535128
811,0.5462463,0.55319035
812,0.54631305,0.55286777
813,0.5457213,0.552545
814,0.5456115,0.5522224
815,0.5452529,0.5518998
816,0.54471225,0.55157703
817,0.5444935,0.5512543
818,0.544204,0.5509315
819,0.5438482,0.55060875
820,0.5433892,0.5502858
821,0.54311174,0.5499629
822,0.54267097,0.5496401
823,0.54229695,0.54931706
824,0.54217124,0.5489941
825,0.5416087,0.54867125
826,0.54127866,0.5483481
827,0.5406581,0.5480251
828,0.5403961,0.54770184
829,0.5398038,0.5473788
830,0.5395205,0.54705554
831,0.53910965,0.5467323
832,0.53843975,0.5464091
833,0.5381634,0.5460859
834,0.53768116,0.5457625
835,0.5373392,0.54543924
836,0.5369771,0.5451157
837,0.53674406,0.54479235
838,0.53623915,0.54446894
839,0.5361211,0.5441455
840,0.5358838,0.543822
841,0.5356724,0.54349846
842,0.5352807,0.5431749
843,0.5351875,0.5428515
844,0.53489834,0.54252785
845,0.5348395,0.54220444
846,0.53454465,0.5418807
847,0.5340773,0.5415572
848,0.5334223,0.5412336
849,0.5331366,0.5409099
850,0.532709,0.54058605
851,0.532166,0.5402622
852,0.5316496,0.5399385
853,0.5313773,0.5396146
854,0.53091145,0.5392908
855,0.53061354,0.5389669
856,0.53014445,0.5386429
857,0.52959776,0.5383189
858,0.5292557,0.53799486
